shiftSinceLineset,motionSinceLineset,snap_motion_gap,init_rel_y_dis,end_rel_y_dis,overall_y_change,init_rel_x_dis,end_rel_x_dis,overall_x_change,motion_s_avg,frames_in_motion,swapped_side,y_dis_travel_pos,y_dis_travel_neg,swapped_y_dir,x_dis_travel_pos,x_dis_travel_neg,inMotionAtBallSnap,init_tackle_dis,end_tackle_dis
0,1,19,1550,511,1039,-226,-128,-98,220.6,50,0,12,1089,0,92,34,0,1236,157
0,1,29,454,-467,921,-204,-132,-72,227.45238095238096,42,1,2,935,0,111,41,0,134,-789
0,1,0,678,-609,1287,-208,-106,-102,282.02272727272725,44,1,0,1264,0,70,94,0,-1006,261
0,1,32,424,-524,948,-228,-171,-57,290.45454545454544,33,1,11,944,0,85,35,0,-778,164
0,1,0,601,-555,1156,-195,-147,-48,226.62745098039215,51,1,4,1164,0,134,97,0,253,-903
1,1,0,1285,616,669,-188,-199,11,138.38,50,0,38,698,0,32,59,0,-1663,-994
1,1,15,1245,1973,-728,-203,-146,-57,231.8125,32,0,741,23,0,58,22,0,867,1595
0,1,0,1453,-530,1983,-245,-301,56,537.5405405405405,37,1,2,1994,0,30,84,1,1132,211
0,1,0,397,-537,934,-207,-189,-18,243.89743589743588,39,1,5,938,0,95,86,1,115,222
0,1,0,825,-880,1705,-176,-157,-19,358.27659574468083,47,1,0,1683,0,96,81,1,538,561
0,1,0,744,-520,1264,-166,-302,136,372.8235294117647,34,1,7,1270,0,4,145,1,445,221
0,1,0,449,-445,894,-159,-165,6,273.27272727272725,33,1,3,893,0,59,71,1,157,142
0,1,0,829,541,288,-204,-237,33,332.77777777777777,9,0,8,288,0,8,50,1,531,242
0,1,28,646,631,15,-245,-228,-17,278.06,50,0,703,706,1,91,121,0,338,325
0,1,0,1447,-265,1712,-250,-393,143,314.33898305084745,59,1,48,1783,0,147,403,0,1161,-56
0,1,0,1602,1283,319,-142,-157,15,130.38709677419354,31,0,39,340,0,64,93,1,1288,977
1,1,0,749,644,105,-237,-256,19,157.90322580645162,31,0,185,288,1,66,86,1,459,354
0,1,0,275,-266,541,-491,-443,-48,170.4848484848485,33,1,13,536,0,103,66,0,-66,-63
0,1,0,1565,1325,240,-228,-129,-99,113.94736842105263,19,0,6,233,0,44,6,1,1273,1044
0,1,0,672,-559,1231,-197,-225,28,274.0701754385965,57,1,179,1400,0,45,87,1,372,243
0,1,0,186,-330,516,-522,-465,-57,276.7142857142857,21,1,0,517,0,100,40,1,-109,-22
1,1,0,514,533,-19,-207,-220,13,169.4,50,0,428,407,1,16,57,1,192,221
0,1,2,1513,795,718,-250,-162,-88,157.7111111111111,45,0,7,716,0,89,5,0,1215,497
0,1,26,232,189,43,-457,-312,-145,109.1063829787234,47,0,94,119,1,324,186,0,-66,-109
0,1,1,611,-958,1569,-228,-79,-149,307.98039215686276,51,1,5,1589,0,96,40,0,291,668
0,1,0,755,-910,1665,-210,-224,14,338.3265306122449,49,1,2,1671,0,77,95,1,405,574
0,1,0,1380,581,799,-161,-217,56,306.5357142857143,28,0,26,834,0,37,95,1,1097,293
0,1,0,1455,418,1037,-285,-245,-40,279.81081081081084,37,0,7,1047,0,47,26,0,1135,95
0,1,2,192,-312,504,-536,-455,-81,169.79310344827587,29,1,6,533,0,55,37,0,-90,9
0,1,0,451,1019,-568,-292,-219,-73,174.22857142857143,35,0,603,27,0,101,38,0,130,700
0,1,0,29,263,-234,-772,-465,-307,95.02564102564102,39,0,250,34,0,301,4,0,-250,-18
0,1,0,1374,948,426,-284,-161,-123,124.0,34,0,32,423,0,48,20,1,1082,681
0,1,0,693,496,197,-402,-264,-138,142.6875,32,0,185,274,1,53,18,1,313,216
0,1,0,427,-349,776,-217,-240,23,297.34615384615387,26,1,1,776,0,9,40,1,165,44
0,1,0,384,-1062,1446,-253,-127,-126,311.1666666666667,48,1,34,1477,0,87,41,0,111,761
0,1,32,911,1418,-507,-102,-98,-4,153.33333333333334,33,0,557,32,0,18,50,0,627,1133
0,1,8,700,-860,1560,-267,-183,-84,246.890625,64,1,77,1619,0,131,84,0,416,556
0,1,127,703,-937,1640,-217,-164,-53,252.88888888888889,63,1,15,1685,0,95,108,0,400,661
0,1,0,1466,409,1057,-230,-254,24,290.1388888888889,36,0,1,1056,0,37,63,0,1171,114
0,1,0,116,245,-129,-582,-528,-54,186.11111111111111,9,0,127,0,0,54,0,1,-187,-60
0,1,13,1112,1362,-250,-56,-18,-38,130.95238095238096,21,0,282,15,0,4,36,0,800,1061
0,1,0,1218,847,371,-268,-187,-81,162.0909090909091,22,0,13,370,0,76,12,1,930,557
0,1,6,1321,264,1057,-344,-472,128,307.4054054054054,37,0,24,1084,0,2,145,0,1016,-45
0,1,0,439,-949,1388,-275,-184,-91,326.9767441860465,43,1,0,1389,0,90,7,1,153,623
0,1,0,1436,1128,308,-264,-234,-30,100.44444444444444,27,0,1,308,0,31,7,1,1179,868
0,1,0,1701,967,734,-203,-343,140,314.7083333333333,24,0,10,729,0,8,210,1,1379,664
0,1,0,1451,988,463,-452,-55,-397,202.0,13,0,11,262,0,20,4,1,1000,738
0,1,0,223,85,138,-477,-532,55,130.7,10,0,17,143,0,17,74,1,-18,-158
1,1,25,810,1482,-672,-85,-141,56,164.975,40,0,686,2,0,37,65,0,542,1212
0,1,0,1807,835,972,-214,-456,242,341.06451612903226,31,0,38,1004,0,11,270,1,1504,536
0,1,0,177,382,-205,-254,-62,-192,139.33333333333334,66,0,587,370,1,234,64,0,-93,126
0,1,0,1633,1016,617,-222,-299,77,294.2608695652174,23,0,4,644,0,12,177,1,1322,678
0,1,0,661,546,115,-212,-268,56,277.7368421052632,38,0,474,593,1,34,100,1,340,228
0,1,32,249,-219,468,-475,-455,-20,170.6,30,1,13,491,0,55,70,0,-29,-88
0,1,0,729,777,-48,-228,-217,-11,118.3,20,0,154,100,1,29,51,1,423,470
0,1,0,566,515,51,-254,-221,-33,268.1951219512195,41,0,523,582,1,72,49,1,274,221
0,1,0,1435,1067,368,-303,-237,-66,145.79166666666666,24,0,0,365,0,64,2,1,1130,759
0,1,4,60,1013,-953,-285,-97,-188,249.925,40,0,958,3,0,137,29,0,-241,713
0,1,0,37,-20,57,-622,-652,30,38.375,16,0,42,86,1,5,36,0,-286,-278
0,1,0,437,532,-95,-103,-86,-17,64.85714285714286,21,0,150,47,1,32,23,0,146,240
0,1,0,963,-230,1193,-223,-234,11,496.75,24,1,3,1182,0,4,39,1,668,-74
1,1,23,12,259,-247,-821,-553,-268,112.38888888888889,36,0,260,37,0,295,7,0,-303,-71
0,1,0,152,686,-534,-313,-125,-188,243.56521739130434,23,0,529,0,0,71,0,0,-147,382
0,1,0,1137,-881,2018,-180,-238,58,405.32,50,1,0,2010,0,17,101,1,866,566
0,1,54,259,-669,928,-520,-275,-245,279.8,35,1,35,934,0,261,20,0,-44,350
0,1,0,510,470,40,-247,-248,1,64.64285714285714,14,0,39,113,1,51,50,1,204,151
0,1,22,238,-222,460,-559,-557,-2,197.625,24,1,4,480,0,59,71,0,-51,-85
0,1,0,423,385,38,-93,-114,21,61.0,11,0,27,55,1,15,40,1,126,87
0,1,2,840,-484,1324,-262,-208,-54,333.85714285714283,42,1,23,1346,0,93,43,0,554,193
0,1,0,959,570,389,-277,-360,83,286.7857142857143,14,0,5,404,0,15,104,1,668,277
0,1,0,1093,-415,1508,-221,-335,114,543.1785714285714,28,1,10,1507,0,9,119,1,789,81
0,1,9,334,2087,-1753,-270,-135,-135,474.10526315789474,38,0,1763,5,0,118,0,0,33,1790
0,1,8,467,-489,956,-253,-169,-84,245.3658536585366,41,1,10,965,0,128,50,0,168,220
0,1,6,836,-715,1551,-253,-182,-71,342.0652173913044,46,1,5,1559,0,109,44,0,536,413
0,1,0,372,-471,843,-236,-484,248,222.70731707317074,41,1,6,855,0,4,243,1,112,165
0,1,17,1031,1846,-815,-563,-205,-358,342.0357142857143,28,0,846,5,0,392,6,0,740,1580
0,1,23,245,-185,430,-552,-442,-110,174.6,25,1,18,451,0,36,30,0,-56,-105
1,1,1,153,459,-306,-237,-144,-93,188.3684210526316,19,0,339,16,0,75,5,0,-132,190
0,1,0,451,-608,1059,-197,-22,-175,273.7435897435897,39,1,0,1032,0,115,62,1,130,276
0,1,0,447,503,-56,-199,-197,-2,80.375,8,0,68,4,0,24,26,0,182,238
0,1,36,123,513,-390,-300,-181,-119,175.03846153846155,26,0,408,28,0,114,6,0,-159,233
0,1,54,339,-547,886,-248,-206,-42,243.18421052631578,38,1,5,901,0,109,73,0,48,277
0,1,0,452,339,113,-191,-209,18,64.39285714285714,28,0,29,161,1,23,52,1,184,58
1,1,10,466,-484,950,-184,-197,13,288.42424242424244,33,1,19,966,0,58,76,0,165,202
1,1,4,315,12,303,-246,-495,249,162.6530612244898,49,0,212,516,1,70,322,0,34,-270
0,1,25,213,217,-4,-511,-507,-4,123.64285714285714,42,0,147,132,1,240,244,0,-96,-96
0,1,17,196,185,11,-393,-564,171,109.8051948051948,77,0,108,118,1,331,509,0,-159,-164
0,1,0,952,60,892,-214,-289,75,458.4,20,0,11,909,0,6,42,1,657,-246
0,1,10,344,-223,567,-452,-395,-57,160.85294117647058,34,1,31,572,0,65,64,0,12,-81
0,1,20,453,-512,965,-233,-217,-16,267.44444444444446,36,1,9,975,0,49,47,0,156,161
1,1,23,679,-441,1120,-236,-233,-3,301.55263157894734,38,1,29,1156,0,53,62,0,317,148
1,1,37,200,1718,-1518,-310,-58,-252,348.53333333333336,45,0,1511,5,0,271,23,0,-162,1356
0,1,15,792,-1080,1872,-221,-113,-108,295.6231884057971,69,1,6,1882,0,259,161,0,431,781
0,1,0,537,543,-6,-169,-163,-6,49.27777777777778,18,0,35,24,1,54,93,1,244,244
0,1,11,929,-1006,1935,-194,-170,-24,331.85,60,1,1,1936,0,146,148,0,638,626
0,1,0,902,-1234,2136,-206,-236,30,434.3673469387755,49,1,3,2130,0,89,136,1,529,931
0,1,0,581,-531,1112,-221,-197,-24,289.10526315789474,38,1,0,1107,0,60,42,0,275,185
0,1,0,1183,991,192,-203,-183,-20,158.0,13,0,1,201,0,4,2,1,875,674
0,1,3,760,-836,1596,-209,-192,-17,316.01960784313724,51,1,0,1595,0,122,112,0,459,477
0,1,21,164,252,-88,-452,-506,54,68.02,50,0,138,60,1,116,187,0,-183,-100
0,1,0,1023,-334,1357,-197,-330,133,381.0689655172414,58,1,399,1762,1,112,250,1,676,22
0,1,0,992,-247,1239,-236,-341,105,471.4074074074074,27,1,11,1242,0,9,107,1,690,-33
0,1,15,730,-775,1505,-252,-169,-83,333.7173913043478,46,1,12,1520,0,142,87,0,431,416
0,1,0,793,265,528,-125,-217,92,379.35714285714283,14,0,3,517,0,6,95,1,487,-33
0,1,13,651,377,274,-123,-125,2,114.91666666666667,24,0,2,280,0,10,30,0,352,75
1,1,45,751,1449,-698,-96,-13,-83,226.6,30,0,684,6,0,28,21,0,437,1132
1,1,46,1211,313,898,-226,-422,196,249.75675675675674,37,0,7,917,0,13,276,0,897,-4
0,1,0,949,639,310,-278,-204,-74,173.61111111111111,18,0,2,320,0,52,4,1,650,332
0,1,23,29,461,-432,-278,-269,-9,262.47058823529414,17,0,430,4,0,25,19,0,-318,112
0,1,11,196,-179,375,-433,-447,14,170.57142857142858,21,1,2,382,0,8,25,0,-151,-114
0,1,10,100,206,-106,-181,-473,292,155.0,27,0,112,5,0,10,387,0,-249,-139
0,1,3,217,-186,403,-485,-437,-48,140.72413793103448,29,1,5,406,0,34,60,0,-99,-81
0,1,0,687,136,551,-203,-293,90,330.4117647058824,17,0,11,569,0,8,101,1,359,-194
0,1,22,3,71,-68,-754,-678,-76,129.22784810126583,79,0,162,180,1,502,484,0,-317,-303
0,1,18,658,-896,1554,-186,-102,-84,359.44444444444446,45,1,17,1597,0,124,151,0,348,578
0,1,0,1322,554,768,-189,-131,-58,208.6216216216216,37,0,20,783,0,72,84,0,-1698,-918
0,1,43,978,-1159,2137,-183,-208,25,378.63157894736844,57,1,4,2153,0,102,135,0,610,-1536
0,1,49,149,197,-48,-416,-517,101,109.92857142857143,28,0,88,56,1,85,201,0,-159,-114
0,1,0,869,570,299,-166,-185,19,104.21428571428571,28,0,10,314,0,11,40,0,529,227
0,1,18,1052,-869,1921,-203,-188,-15,379.74,50,1,19,1920,0,48,55,0,-1404,501
0,1,17,462,-355,817,-196,-97,-99,209.46666666666667,45,1,56,897,0,52,47,0,114,-719
0,1,28,765,-891,1656,-143,-144,1,312.74074074074076,54,1,7,1676,0,144,151,0,417,-1240
0,1,67,222,259,-37,-548,-516,-32,62.2,15,0,99,41,1,33,13,0,-570,-608
0,1,0,531,499,32,-94,-217,123,193.06153846153848,65,0,587,611,1,61,194,0,-879,-847
0,1,0,315,-1296,1611,-496,-289,-207,434.28205128205127,39,1,2,1617,0,255,56,1,-47,-1659
0,1,8,897,237,660,-256,-532,276,281.9074074074074,54,0,427,1078,1,39,323,0,-1273,-614
0,1,27,626,-818,1444,-243,-77,-166,305.4791666666667,48,1,14,1468,0,92,27,0,257,-1196
0,1,0,26,-168,194,-407,-378,-29,233.88888888888889,9,1,25,204,0,24,15,1,-350,-156
0,1,2,1340,-726,2066,-197,-168,-29,435.9148936170213,47,1,21,2078,0,63,56,0,-1664,402
0,1,45,899,169,730,-410,-524,114,288.2692307692308,26,0,28,727,0,20,153,0,579,-129
0,1,0,173,-1145,1318,-554,-326,-228,340.7631578947368,38,1,10,1285,0,126,15,1,-175,797
0,1,27,1045,-737,1782,-195,-81,-114,436.9,40,1,13,1765,0,99,85,0,734,399
1,1,29,0,-159,159,-687,-417,-270,144.2941176470588,17,0,8,190,0,176,14,0,-290,-122
0,1,11,938,576,362,-65,-105,40,131.2962962962963,27,0,4,366,0,35,79,0,582,221
0,1,0,1033,-1426,2459,-214,-234,20,468.29824561403507,57,1,97,2564,0,38,80,1,741,1117
0,1,0,1505,452,1053,-222,-268,46,279.3157894736842,38,0,17,1086,0,10,66,1,1183,119
0,1,50,20,1,19,-667,-686,19,119.68333333333334,60,0,63,43,1,353,415,0,-312,-320
0,1,79,1706,1572,134,363,-62,425,78.5,16,0,23,148,0,13,23,0,1406,1273
0,1,0,24,140,-116,-462,-437,-25,184.57142857142858,7,0,137,5,0,25,9,1,-379,-495
0,1,15,981,-1054,2035,-212,-180,-32,421.7291666666667,48,1,6,2045,0,85,59,0,626,-1409
0,1,8,1598,529,1069,-167,-207,40,245.67391304347825,46,0,28,1099,0,62,110,0,1233,165
0,1,62,514,-494,1008,-205,-209,4,276.92105263157896,38,1,17,1050,0,50,65,0,186,-838
0,1,0,1131,281,850,-194,-316,122,457.63157894736844,19,0,7,852,0,4,121,1,810,-37
0,1,52,172,225,-53,-552,-505,-47,278.9529411764706,85,0,1177,1183,1,225,196,0,-142,-122
0,1,4,1752,531,1221,-219,-143,-76,260.4130434782609,46,0,2,1207,0,107,67,0,1419,206
0,1,0,769,-214,983,-249,-334,85,441.5098039215686,51,1,639,1613,1,49,141,1,439,-95
0,1,5,1167,777,390,-178,-136,-42,136.53571428571428,28,0,0,387,0,35,2,0,860,469
0,1,0,1313,901,412,-149,-96,-53,148.62962962962962,27,0,0,412,0,46,0,0,1002,587
0,1,11,1023,-867,1890,-204,-216,12,408.67391304347825,46,1,5,1909,0,44,64,0,721,548
0,1,0,500,468,32,-201,-182,-19,211.6326530612245,49,0,512,537,1,48,83,0,-844,-814
1,1,0,1123,1074,49,-99,79,-178,37.333333333333336,18,0,21,57,1,32,72,0,795,749
0,1,0,1633,682,951,-217,-274,57,360.0,45,0,327,1278,1,65,121,1,1304,346
0,1,13,837,327,510,-342,-511,169,228.92,25,0,27,532,0,4,172,0,497,-14
0,1,0,579,-420,999,-184,-250,66,212.6875,48,1,21,1015,0,23,90,0,294,107
0,1,14,746,-1222,1968,-193,-154,-39,402.44897959183675,49,1,2,1962,0,179,156,0,450,889
0,1,0,988,-576,1564,-265,-366,101,400.725,40,1,16,1579,0,45,176,1,694,274
0,1,0,191,-236,427,-572,-491,-81,201.0,22,1,30,444,0,38,10,0,-129,-63
0,1,16,411,-459,870,-284,-202,-82,233.22222222222223,36,1,2,868,0,67,8,0,76,176
0,1,0,77,242,-165,-545,-498,-47,130.1875,16,0,194,30,0,23,0,0,-214,-46
0,1,0,2006,1601,405,-232,-257,25,251.5,16,0,9,402,0,6,43,1,1696,1291
0,1,20,511,-679,1190,-181,-31,-150,252.70833333333334,48,1,8,1190,0,98,56,0,191,292
0,1,0,648,-528,1176,-167,-211,44,437.9259259259259,27,1,6,1189,0,2,44,1,294,190
0,1,0,561,537,24,-49,-36,-13,52.2,20,0,58,87,1,42,30,1,207,181
0,1,21,219,-217,436,-559,-498,-61,183.95833333333334,24,1,16,455,0,63,9,0,-90,-80
0,1,3,1176,442,734,-264,-91,-173,199.76923076923077,39,0,0,746,0,108,14,0,874,127
0,1,12,411,493,-82,-244,-198,-46,163.85,40,0,343,274,1,83,49,0,124,200
0,1,16,101,208,-107,-515,-453,-62,133.0,11,0,127,17,0,50,2,0,-179,-73
0,1,0,1539,915,624,-260,-258,-2,241.6,25,0,2,618,0,17,30,1,1209,584
0,1,0,1934,1397,537,-233,-240,7,227.52173913043478,23,0,2,537,0,12,29,1,1628,1090
0,1,0,496,522,-26,-176,-173,-3,180.975,40,0,365,358,1,70,79,0,209,223
1,1,0,655,-309,964,-200,-327,127,228.38636363636363,44,1,25,1011,0,70,205,0,368,-10
0,1,0,475,-535,1010,-238,-172,-66,220.95555555555555,45,1,16,1018,0,74,25,0,166,227
0,1,0,365,-512,877,-187,-97,-90,199.6122448979592,49,1,46,914,0,141,87,0,38,211
0,1,0,996,1142,-146,-71,-215,144,74.5625,48,0,219,61,1,28,209,0,698,861
0,1,32,1064,965,99,-147,-74,-73,73.14285714285714,28,0,56,150,1,87,53,0,766,684
0,1,0,445,-548,993,-214,-175,-39,209.3404255319149,47,1,9,1000,0,72,80,0,168,240
0,1,0,202,-237,439,-506,-463,-43,191.16666666666666,24,1,12,447,0,69,27,0,-112,-88
0,1,1,471,245,226,-264,-438,174,152.96153846153845,26,0,44,253,0,10,191,0,146,-71
0,1,6,378,171,207,-225,-327,102,173.23809523809524,21,0,37,244,0,13,130,0,158,-52
0,1,6,511,665,-154,-194,-133,-61,192.3181818181818,44,0,504,351,1,95,91,0,202,359
0,1,0,497,551,-54,-254,-217,-37,172.85714285714286,42,0,393,342,1,76,47,0,199,251
0,1,0,816,-26,842,-205,-506,301,164.92592592592592,54,1,13,847,0,6,308,1,474,-315
0,1,0,858,-334,1192,-238,-337,99,497.25,24,1,5,1181,0,2,114,1,-536,644
0,1,0,676,25,651,-198,-282,84,370.44444444444446,18,0,5,652,0,2,92,1,-339,312
1,1,0,629,-981,1610,-182,-236,54,338.4468085106383,47,1,0,1609,0,59,122,0,-305,1305
0,1,0,777,1344,-567,-242,-94,-148,229.40740740740742,27,0,592,3,0,89,8,0,439,1026
0,1,0,268,2085,-1817,-473,-99,-374,343.9259259259259,54,0,1833,14,0,264,23,0,-122,1709
0,1,7,1041,2039,-998,-204,-165,-39,281.7837837837838,37,0,1008,16,0,150,131,0,687,1688
0,1,0,1963,798,1165,-180,-194,14,268.35,40,0,5,1071,0,90,132,1,1525,465
0,1,0,922,576,346,-247,-283,36,277.46153846153845,13,0,1,345,0,4,41,1,-575,-228
0,1,0,626,659,-33,-148,-99,-49,53.78378378378378,37,0,136,99,1,116,81,1,-331,-358
0,1,7,776,-1077,1853,-225,-192,-33,370.78,50,1,6,1857,0,113,90,0,1071,-776
0,1,0,696,-372,1068,-175,-223,48,447.4166666666667,24,1,2,1064,0,5,90,1,347,1
0,1,0,908,-332,1240,-186,-246,60,358.46153846153845,52,1,317,1550,1,60,119,1,589,-3
0,1,4,72,-260,332,-549,-390,-159,155.65217391304347,23,1,0,325,0,99,24,0,-269,-123
0,1,0,257,211,46,-491,-447,-44,98.75,32,0,108,160,1,95,108,0,585,542
0,1,0,284,-2092,2376,-427,-119,-308,368.125,64,1,5,2375,0,251,12,0,-66,1743
0,1,0,800,-1103,1903,-322,-356,34,409.7826086956522,46,1,10,1895,0,75,63,1,461,749
1,1,6,189,-535,724,-273,-98,-175,174.5744680851064,47,1,37,759,0,188,12,0,-155,182
0,1,0,975,512,463,-158,-98,-60,222.14285714285714,21,0,7,465,0,12,30,1,633,170
0,1,0,1966,1012,954,-265,-215,-50,297.80645161290323,31,0,0,933,0,28,45,1,1627,690
0,1,22,230,438,-208,-457,-193,-264,156.76190476190476,21,0,206,17,0,245,6,0,536,742
0,1,13,390,-612,1002,-261,-192,-69,272.05405405405406,37,1,6,998,0,50,15,0,707,-281
0,1,4,467,-495,962,-90,-219,129,197.33333333333334,54,1,4,986,0,30,190,0,147,184
0,1,6,485,-1185,1670,-282,-74,-208,310.4727272727273,55,1,6,1674,0,216,58,0,165,875
0,1,0,767,-435,1202,-151,-302,151,347.77358490566036,53,1,297,1500,1,105,253,1,468,119
1,1,1,216,227,-11,-580,-477,-103,40.333333333333336,6,0,14,11,1,41,0,0,-85,-83
0,1,0,1793,1309,484,-123,-145,22,249.10526315789474,19,0,5,490,0,7,29,1,1488,998
0,1,54,218,11,207,-517,-723,206,133.0408163265306,49,0,27,193,0,233,441,0,-112,-300
0,1,0,573,-494,1067,-180,-168,-12,250.85714285714286,42,1,17,1070,0,114,106,0,297,176
0,1,0,968,571,397,-270,-243,-27,315.9230769230769,13,0,4,402,0,9,111,1,664,274
0,1,0,751,-162,913,-179,-576,397,309.5531914893617,47,1,192,1117,0,30,465,1,452,-140
0,1,0,330,-392,722,-241,-206,-35,181.95744680851064,47,1,61,794,0,56,35,1,23,115
0,1,0,759,-73,832,-227,-298,71,447.1578947368421,19,1,15,828,0,2,82,1,471,-245
0,1,17,1544,2154,-610,-348,-286,-62,270.0,26,0,634,26,0,51,1,0,1252,1858
0,1,0,519,-544,1063,-267,-218,-49,265.7073170731707,41,1,26,1083,0,84,34,0,211,289
0,1,0,510,-635,1145,-164,-134,-30,281.6190476190476,42,1,7,1159,0,91,71,0,217,361
0,1,0,465,-562,1027,-229,-135,-94,242.4047619047619,42,1,4,1039,0,36,26,0,166,296
0,1,0,416,-387,803,-246,-274,28,227.8918918918919,37,1,26,830,0,6,33,1,138,87
0,1,84,550,-744,1294,-169,-211,42,295.65909090909093,44,1,23,1299,0,62,120,0,259,454
0,1,0,1238,754,484,-217,-397,180,362.2142857142857,14,0,2,471,0,2,197,1,940,471
0,1,0,690,1652,-962,-244,-99,-145,267.10526315789474,38,0,963,4,0,114,54,0,372,1332
0,1,18,607,-276,883,-222,-399,177,223.275,40,1,9,878,0,13,202,0,293,-23
0,1,0,954,-59,1013,-67,-285,218,286.45,40,1,16,1018,0,11,235,1,695,-245
0,1,22,584,-382,966,-226,-80,-146,221.625,48,1,15,988,0,198,55,0,276,119
0,1,2,469,-589,1058,-254,-182,-72,279.57894736842104,38,1,2,1064,0,72,6,0,174,305
0,1,0,767,-666,1433,-220,-194,-26,449.46875,32,1,4,1440,0,17,64,1,486,350
0,1,0,519,957,-438,216,-255,471,287.70454545454544,44,0,847,428,1,34,45,1,204,626
0,1,0,1779,1360,419,-258,-214,-44,133.2888888888889,45,0,108,526,1,12,41,1,1478,1055
0,1,5,565,-1081,1646,-309,-182,-127,297.7142857142857,56,1,2,1657,0,139,22,0,239,794
0,1,0,887,548,339,-221,-220,-1,143.6,25,0,12,349,0,32,34,1,613,273
0,1,0,840,840,0,-149,-192,43,92.10126582278481,79,0,379,353,1,131,166,0,542,547
0,1,59,7,283,-276,-472,-460,-12,82.3157894736842,38,0,313,8,0,71,64,0,-291,-10
0,1,50,1205,1064,141,-67,-80,13,88.3132530120482,83,0,248,423,1,148,160,0,884,738
0,1,35,1433,623,810,-166,-5,-161,245.58823529411765,34,0,12,829,0,93,55,0,1136,311
0,1,85,410,-466,876,-125,-52,-73,322.48275862068965,29,1,9,918,0,106,49,0,91,177
0,1,6,925,-529,1454,-115,-56,-59,332.32608695652175,46,1,4,1474,0,151,153,0,671,203
0,1,15,559,-1470,2029,-228,25,-253,374.7142857142857,56,1,31,2070,0,107,42,0,267,1179
0,1,54,214,1582,-1368,-469,-102,-367,305.4347826086956,46,0,1376,4,0,276,8,0,-105,1263
0,1,27,1022,-833,1855,-240,-160,-80,297.984126984127,63,1,7,1863,0,129,62,0,719,556
0,1,0,1978,1351,627,-173,-101,-72,289.95652173913044,23,0,1,667,0,16,35,1,1705,1035
0,1,35,426,-503,929,-214,-160,-54,252.97297297297297,37,1,4,938,0,115,87,0,140,190
0,1,34,973,-450,1423,-203,-142,-61,341.9761904761905,42,1,6,1424,0,134,81,0,666,188
0,1,5,220,-259,479,-494,-453,-41,237.1,20,1,2,480,0,53,17,0,-87,-3
0,1,30,645,-514,1159,-210,-185,-25,306.63157894736844,38,1,4,1171,0,74,61,0,327,208
0,1,8,754,-973,1727,-155,-149,-6,370.1276595744681,47,1,0,1723,0,124,123,0,454,695
0,1,17,429,-559,988,-197,-130,-67,281.5945945945946,37,1,7,1008,0,128,97,0,133,254
0,1,0,34,36,-2,-725,-678,-47,75.75675675675676,37,0,44,59,1,141,201,0,-301,-291
0,1,24,1150,1158,-8,-145,-113,-32,32.0,1,0,4,2,1,2,4,0,834,840
1,1,14,1893,449,1444,-293,-256,-37,350.4390243902439,41,0,2,1451,0,26,41,0,1595,148
1,1,19,1190,276,914,-294,-485,191,251.89473684210526,38,0,11,919,0,2,239,0,862,-49
0,1,22,1022,282,740,-379,-300,-79,316.68,25,0,21,764,0,4,95,0,734,-14
0,1,20,268,-214,482,-498,-420,-78,207.95652173913044,23,1,11,496,0,14,26,0,-29,-77
0,1,39,5,15,-10,-773,-738,-35,107.9245283018868,53,0,28,67,1,314,288,0,-313,-304
1,1,89,208,-11,219,-534,-795,261,153.36363636363637,22,1,16,250,0,10,266,0,-110,-298
1,1,25,1361,-20,1381,-235,-785,550,323.9130434782609,46,1,15,1389,0,8,550,0,1027,-299
1,1,23,1926,499,1427,-213,-180,-33,341.7142857142857,42,0,17,1453,0,112,76,0,1607,180
0,1,0,286,34,252,-552,-690,138,347.55555555555554,9,0,8,249,0,2,171,1,-28,-280
0,1,34,1975,300,1675,-342,-507,165,306.8448275862069,58,0,35,1725,0,61,218,0,1643,-45
0,1,0,1006,-1220,2226,-190,-118,-72,384.0,58,1,6,2238,0,95,36,0,701,-1527
0,1,38,1539,6,1533,-236,-782,546,320.72549019607845,51,0,21,1544,0,10,556,0,1229,-304
0,1,23,982,-1091,2073,-213,-136,-77,423.5833333333333,48,1,2,2055,0,77,59,0,-1285,782
0,1,0,216,-142,358,-571,-550,-21,288.0,12,1,10,347,0,14,46,1,-519,-167
1,1,27,177,-200,377,-507,-487,-20,119.15625,32,1,6,391,0,54,45,0,-145,-522
0,1,56,386,-486,872,-189,-189,0,243.68421052631578,38,1,38,897,0,68,75,0,95,165
1,1,48,196,-31,227,-533,-796,263,112.54838709677419,31,1,13,224,0,15,290,0,-130,-316
1,1,42,145,4,141,-580,-773,193,130.45454545454547,22,0,11,145,0,36,246,0,-160,-303
0,1,0,2170,1699,471,-191,-218,27,228.0952380952381,21,0,0,468,0,14,45,1,1713,1242
0,1,0,1306,2098,-792,-127,-123,-4,225.8,35,0,793,24,0,56,56,1,987,1770
0,1,14,188,-232,420,-534,-529,-5,100.40425531914893,47,1,75,480,0,54,56,0,-507,-96
1,1,24,245,10,235,-467,-622,155,144.04347826086956,23,0,7,255,0,35,242,0,-105,-319
1,1,0,847,557,290,-82,-21,-61,92.09375,32,0,16,296,0,46,44,0,532,248
0,1,0,1390,487,903,-196,-112,-84,254.0,39,0,59,952,0,83,46,1,1075,178
0,1,0,778,-749,1527,-197,-169,-28,360.9047619047619,42,1,3,1516,0,78,55,0,-1089,434
