,Unnamed: 0,player_mlb_id,playerID_LAHMAN,birthYear,birthMonth,birthDay,birthCountry,weight,height,bats,throws,debut,birthDate,year,years_after_debut,total_pa,total_bf,base_ended_inn,field_p,field_c,field_1b,field_2b,field_3b,field_ss,field_lf,field_cf,field_rf,batter_strikeout,pitcher_strikeout,batter_caught_stealing_3b,pitcher_caught_stealing_3b,batter_field_out,pitcher_field_out,batter_walk,pitcher_walk,batter_force_out,pitcher_force_out,batter_sac_fly,pitcher_sac_fly,batter_single,pitcher_single,batter_hit_by_pitch,pitcher_hit_by_pitch,batter_double,pitcher_double,batter_grounded_into_double_play,pitcher_grounded_into_double_play,batter_sac_bunt,pitcher_sac_bunt,batter_home_run,pitcher_home_run,batter_fielders_choice,pitcher_fielders_choice,batter_field_error,pitcher_field_error,batter_other_out,pitcher_other_out,batter_caught_stealing_2b,pitcher_caught_stealing_2b,batter_triple,pitcher_triple,batter_strikeout_double_play,pitcher_strikeout_double_play,batter_fielders_choice_out,pitcher_fielders_choice_out,batter_double_play,pitcher_double_play,batter_sac_fly_double_play,pitcher_sac_fly_double_play,batter_catcher_interf,pitcher_catcher_interf,batter_pickoff_caught_stealing_2b,pitcher_pickoff_caught_stealing_2b,batter_pickoff_2b,pitcher_pickoff_2b,batter_pickoff_caught_stealing_3b,pitcher_pickoff_caught_stealing_3b,batter_triple_play,pitcher_triple_play,batter_pickoff_1b,pitcher_pickoff_1b,batter_sac_bunt_double_play,pitcher_sac_bunt_double_play,batter_wild_pitch,pitcher_wild_pitch,batter_game_advisory,pitcher_game_advisory,batter_caught_stealing_home,pitcher_caught_stealing_home,batter_pickoff_3b,pitcher_pickoff_3b,batter_stolen_base_2b,pitcher_stolen_base_2b,batter_passed_ball,pitcher_passed_ball,batter_pickoff_caught_stealing_home,pitcher_pickoff_caught_stealing_home,batter_pickoff_error_3b,pitcher_pickoff_error_3b,batter_stolen_base_3b,pitcher_stolen_base_3b,batter_line_drive,pitcher_line_drive,batter_fly_ball,pitcher_fly_ball,batter_ground_ball,pitcher_ground_ball,batter_popup,pitcher_popup,hits,elig_pa,avg,tb,slg,obp,ops,woba,babip,k_rate,bb_rate,hr_rate,iso,xbh,rc,pa_per_k,pa_per_bb,positions_played,pitcher_hits_allowed,era_proxy,whip_proxy,baa,gb_rate,fb_rate,k_bb_ratio,avg_bf_per_outing,total_runs,fielding_att,mean_ba_on_field_att,errors,mean_ba_on_errors,field_pct,earned_runs,outs_recorded,inherited_runners,innings_pitched,ERA,primary_position
4493,4493,1d7f1767d410007c6942c7638aef78d438fe016c,3911604b9127ded2c1fb5f2a40e1d63e2f17f35d,1992,12,10,USA,215,73,L,L,6/9/2021,12/10/1992,2022,1,14,0,0,0,0,0,0,0,0,67,0,79,6,0,0,0,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,12,0.0833333333333333,1,0.0833333333333333,0.2857142857142857,0.369047619047619,0.2135714285714285,0.0833333333333333,,,,0.0,0,0.25,2.0,6.0,2,0,,,,,,,,0.0,15.0,0.3715333333333334,,,,0.0,,0.0,0.0,0.0,rf
4494,4494,5723b8ea1f97a07a6afb874195c38c70005e989b,fec978e4f48df043bbff05b640acf869605acbb0,1995,8,23,USA,191,72,R,R,4/17/2019,8/23/1995,2022,3,549,0,1,0,0,0,0,0,0,1893,1734,1316,131,0,0,0,223,0,41,0,9,0,5,0,75,0,4,0,26,0,8,0,0,0,17,0,0,0,5,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,79,0,168,0,46,0,120,503,0.2385685884691848,201,0.3996023856858847,0.3005464480874317,0.7001488337733164,0.3094353369763206,0.2047713717693837,,,,0.1610337972166998,45,64.33598409542743,3.8396946564885495,12.268292682926829,3,0,,,,,,,,55.0,551.0,0.3701690909090909,1.0,0.823,0.998185117967332,0.0,,0.0,0.0,0.0,lf
4495,4495,0014c193005b425aaad55358686fb0dd1a4a0755,70599ded2565bf4767e2b8dcba7d1c38e75e0948,1998,6,9,USA,197,74,R,R,8/4/2022,6/9/1998,2022,0,181,0,1,0,0,0,0,0,0,1235,330,365,56,0,0,0,62,0,7,0,4,0,0,0,39,0,2,0,5,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,68,0,9,0,45,172,0.2616279069767442,53,0.3081395348837209,0.2983425414364641,0.606482076320185,0.2730939226519337,0.2558139534883721,,,,0.0465116279069767,6,16.023255813953487,3.071428571428572,24.571428571428573,3,0,,,,,,,,9.0,195.0,0.4137384615384615,,,,0.0,,0.0,0.0,0.0,lf
4496,4496,1b4861a26d369c9f37ffa707d069944a2e0295b9,79a4cc5f85a9dbf9a3e03699784db345968b5a75,1994,1,31,USA,225,76,R,R,8/6/2016,1/31/1994,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4497,4497,e526486e637178a026eaf3cdd285d74da19c468c,14b80cd4bd768c2f5f81da2f326004a06ca09f25,1995,3,13,USA,210,74,R,R,5/2/2021,3/13/1995,2022,1,0,485,0,485,0,0,0,0,0,0,0,0,0,106,0,0,0,193,0,43,0,6,0,1,0,64,0,9,0,20,0,14,0,1,0,16,0,1,0,4,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,92,0,133,0,20,0,0,,0,,,,,,0.2185567010309278,0.088659793814433,0.0329896907216494,,0,,,,1,103,0.0329896907216494,0.3010309278350515,0.2123711340206185,0.4103092783505154,0.0494845360824742,2.4651162790697674,9.8659793814433,,6.0,0.1876666666666666,,,,50.0,324.0,1070.0,108.0,4.166666666666667,p
4498,4498,87374499d18e2392f0df7a27a163881dfc228673,54b56de9ae847f59da9417201e38fd6e5915e60d,1998,2,20,USA,236,78,R,R,6/22/2021,2/20/1998,2022,1,0,101,0,101,0,0,0,0,0,0,0,0,0,15,0,0,0,50,0,8,0,4,0,0,0,14,0,1,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,40,0,6,0,0,,0,,,,,,0.1485148514851485,0.0792079207920792,0.0198019801980198,,0,,,,1,19,0.0198019801980198,0.2673267326732673,0.1881188118811881,0.5346534653465347,0.0297029702970297,1.875,3.03960396039604,,1.0,0.209,,,,7.0,72.0,230.0,24.0,2.625,p
4499,4499,4b2e927b4779f66757c59a57a2e4ccad0f4e54f2,a5ad8a904eadd60e7d65f8dc16074403399facf3,1992,6,26,USA,210,77,R,R,7/24/2020,6/26/1992,2022,2,0,179,0,179,0,0,0,0,0,0,0,0,0,39,0,0,0,78,0,9,0,3,0,0,0,27,0,2,0,7,0,2,0,1,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,66,0,9,0,0,,0,,,,,,0.217877094972067,0.0502793296089385,0.0223463687150838,,0,,,,1,39,0.0223463687150838,0.2681564245810056,0.217877094972067,0.4525139664804469,0.0446927374301676,4.333333333333333,2.82122905027933,,11.0,0.2313636363636363,1.0,0.237,0.9090909090909092,28.0,123.0,499.0,41.0,6.146341463414634,p
4500,4500,5e9f857251ac40d9d56b2c4d50071c6670739a68,42fbe3b85939c12ff3fa6dbfdc20d5b0793ce01d,1991,3,15,USA,225,75,R,R,8/4/2015,3/15/1991,2022,7,255,0,1,0,0,0,0,0,0,936,593,648,92,0,0,0,61,0,32,0,5,0,2,0,28,0,2,0,14,0,2,0,0,0,13,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,41,0,40,0,7,0,56,221,0.253393665158371,111,0.502262443438914,0.3529411764705882,0.8552036199095023,0.3730980392156863,0.1945701357466063,,,,0.248868778280543,28,44.199095022624434,2.402173913043478,6.90625,3,0,,,,,,,,41.0,229.0,0.3525545851528384,,,,0.0,,0.0,0.0,0.0,lf
4501,4501,2f66aa2df3bb3f2142419b813e1a63055b25bbd3,147390af753e22f5b83dca0e821cc5ca1b0c3379,1997,10,28,USA,215,74,L,L,6/3/2022,10/28/1997,2022,0,0,137,0,137,0,0,0,0,0,0,0,0,0,27,0,0,0,66,0,14,0,8,0,0,0,14,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,52,0,3,0,0,,0,,,,,,0.1970802919708029,0.1021897810218978,0.0218978102189781,,0,,,,1,20,0.0218978102189781,0.2481751824817518,0.145985401459854,0.5401459854014599,0.0218978102189781,1.9285714285714288,5.518248175182482,,3.0,0.1713333333333333,,,,11.0,103.0,199.0,34.333333333333336,2.883495145631068,p
4502,4502,2a706d34fdf633398c1bacfea10d942de9e2c9db,52d87b8457424460a509bfb6a3d978851b38bf0f,1993,9,30,USA,190,72,R,R,3/31/2019,9/30/1993,2022,3,0,189,0,189,0,0,0,0,0,0,0,0,0,36,0,0,0,85,0,17,0,1,0,2,0,27,0,1,0,6,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,31,0,49,0,16,0,0,,0,,,,,,0.1904761904761904,0.0899470899470899,0.037037037037037,,0,,,,1,40,0.037037037037037,0.3015873015873015,0.2116402116402116,0.455026455026455,0.0423280423280423,2.117647058823529,3.788359788359789,,2.0,0.131,,,,18.0,129.0,380.0,43.0,3.767441860465116,p
4503,4503,1ae7333f87c223d0991dfe3aae6aa11efe6b6d84,76bfc001c09422241995f160efc72b1cc1331dae,1988,9,29,USA,190,71,R,R,6/19/2012,9/29/1988,2022,10,0,87,0,87,0,0,0,0,0,0,0,0,0,14,0,0,0,40,0,11,0,1,0,1,0,12,0,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,21,0,20,0,7,0,0,,0,,,,,,0.160919540229885,0.1264367816091954,0.0114942528735632,,0,,,,1,16,0.0114942528735632,0.3103448275862069,0.1839080459770115,0.4712643678160919,0.0459770114942528,1.2727272727272727,4.425287356321839,,2.0,0.217,,,,13.0,55.0,360.0,18.33333333333333,6.381818181818182,p
4504,4504,8008047a0e74b53f0ddbb022cfb2635a50b6113e,491e9771e35c108a535ac8e9578484bb58c20686,1995,11,23,Australia,218,73,R,L,6/30/2019,11/23/1995,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4505,4505,512e5d196efceaef3595fb087b02a9d55a0a9d2e,a61257efa5ff732a403c49ea7854063da6c68e61,1996,7,4,USA,185,69,L,R,4/9/2021,7/4/1996,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4506,4506,c1be5ecc02c6401a3785edf83c3d280ea1be0a8e,6eeb5f8b963e9e334009fe7a139e12f104bfe7f3,1988,4,15,USA,200,77,R,R,7/29/2009,4/15/1988,2022,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4507,4507,6b3b0d2ce1966b4f66748297e385cc7e8c8bdc98,30d7cabe66747d267df141c8c88183b7de2c12cd,1995,4,30,Venezuela,258,76,R,R,5/31/2019,4/30/1995,2022,3,0,84,0,84,0,0,0,0,0,0,0,0,0,18,0,0,0,38,0,10,0,1,0,1,0,9,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19,0,20,0,4,0,0,,0,,,,,,0.2142857142857142,0.119047619047619,0.0238095238095238,,0,,,,1,12,0.0238095238095238,0.2619047619047619,0.1428571428571428,0.4642857142857143,0.0238095238095238,1.8,3.4404761904761907,,3.0,0.2173333333333333,,,,6.0,59.0,257.0,19.666666666666668,2.7457627118644066,p
4508,4508,fa68bfba4b03214e12efca8075a8f3f2250598f8,3109041f518f3ae02ca3ab2b92e6f8ed22dcafe1,1995,8,23,Venezuela,180,74,R,R,3/31/2018,8/23/1995,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4509,4509,4624f24cd9ff75f49ed23c84b4f855ff2beb2ba2,e4a11b3ce07e23ae018fc543faa3a06013352e78,1998,8,16,USA,226,77,B,L,8/30/2022,8/16/1998,2022,0,120,0,0,0,0,477,0,0,0,0,0,639,44,0,0,0,36,0,9,0,2,0,0,0,12,0,0,0,8,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,26,0,5,0,24,111,0.2162162162162162,42,0.3783783783783784,0.275,0.6533783783783784,0.2874166666666667,0.1981981981981982,,,,0.1621621621621621,12,12.486486486486486,2.522727272727273,12.333333333333334,2,0,,,,,,,,12.0,93.0,0.3293978494623656,,,,0.0,,0.0,0.0,0.0,rf
4510,4510,0f6fb5c7c56df2718d1004fdb952ff2897f475c2,dc1f0b361326c065cf9cb6427ad5f80c1883e908,1992,5,24,USA,192,69,L,R,7/8/2016,5/24/1992,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4511,4511,6da41504e0aab858782fe0da78ee5eb6b440d0b0,d027b5ccfe4a9582034bc7b2e01121598601fc4a,1990,11,14,Cuba,260,74,R,R,4/15/2015,11/14/1990,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4512,4512,5f329bc97175a1809cff23399745e3a526a8f049,34280e62f5b92319c9c04b9231887497d262406f,1984,10,19,USA,190,73,R,R,7/27/2010,10/19/1984,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4513,4513,5a7b74f3fe9a042847ad03a0d45702dae2dac133,a9a9ebd970a9b49fce9267d5f657d49e23e3d0f7,1989,11,19,USA,220,79,R,R,7/11/2013,11/19/1989,2022,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4514,4514,e3c66979697a82539c3aa30f3e7fe4bf5d05d054,51945cf4ac5fecc7602e40146866022d5c904afa,1991,3,7,USA,200,76,R,R,9/1/2020,3/7/1991,2022,2,0,34,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,3,0,1,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,20,0,0,0,0,,0,,,,,,0.1176470588235294,0.088235294117647,0.0,,0,,,,1,9,0.0,0.3529411764705882,0.2647058823529412,0.4411764705882353,0.0294117647058823,1.3333333333333333,3.235294117647059,,4.0,0.22,,,,2.0,20.0,92.0,6.666666666666667,2.7,p
4515,4515,9dc0903fd6704325b19057c6733c91c5f88904ef,cfeaad2d848e04ee9158aa6591331fcfcefc23f1,1999,8,26,USA,220,73,R,R,4/8/2022,8/26/1999,2022,0,405,0,0,0,0,3960,0,0,0,0,0,0,98,0,0,0,168,0,37,0,4,0,2,0,48,0,5,0,16,0,12,0,0,0,8,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,107,0,20,0,73,366,0.1994535519125683,115,0.314207650273224,0.2839506172839506,0.5981582675571746,0.2730617283950617,0.1775956284153005,,,,0.1147540983606557,25,34.56284153005465,3.73469387755102,9.891891891891891,1,0,,,,,,,,30.0,193.0,0.1558888888888888,1.0,0.411,0.9948186528497408,0.0,,0.0,0.0,0.0,1b
4516,4516,6af4fd2b0e2411b744d0587be50052a125628dc3,39ecddd16f2a017aa887c1558bcea3a00be24cf9,1996,12,20,CAN,225,72,B,R,8/22/2019,12/20/1996,2022,3,352,0,1,0,0,37,1539,890,0,0,0,3,65,0,0,0,185,0,21,0,8,0,3,0,36,0,2,0,13,0,4,0,0,0,10,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,92,0,102,0,21,0,60,328,0.1829268292682926,105,0.3201219512195122,0.2357954545454545,0.5559174057649667,0.2474431818181818,0.1524390243902439,,,,0.1371951219512195,24,25.929878048780488,5.046153846153846,15.61904761904762,4,0,,,,,,,,38.0,186.0,0.237263440860215,4.0,0.3215,0.978494623655914,0.0,,0.0,0.0,0.0,2b
4517,4517,ce696d29a81bbe4792b253abefd0adcd36a031e7,71df8bcd9341081aff0212cecc18854e9800ccf0,1982,10,22,USA,180,73,R,R,7/22/2009,10/22/1982,2022,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4518,4518,91d6f8297a61343c126056e697a96916e24906b2,4f783544b9eb4299d1efe2a06050cf5adc01619f,1996,12,13,Venezuela,205,73,R,R,4/22/2018,12/13/1996,2022,4,570,0,3,0,0,0,4435,0,74,0,0,0,128,0,0,0,229,0,37,0,11,0,3,0,82,0,3,0,28,0,12,0,1,0,24,0,3,0,4,0,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,131,0,144,0,29,0,135,529,0.2551984877126654,237,0.4480151228733459,0.3070175438596491,0.7550326667329951,0.3302631578947368,0.2098298676748582,,,,0.1928166351606805,53,77.05860113421551,4.1328125,14.297297297297296,2,0,,,,,,,,80.0,348.0,0.2269193083573487,5.0,0.1396,0.985632183908046,0.0,,0.0,0.0,0.0,2b
4519,4519,1650645796343034af564d16f4bde64dbacd77eb,564877fdad92767bc6f30ecb95ecdb97128b2b98,1993,9,24,Venezuela,175,74,L,L,9/22/2016,9/24/1993,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4520,4520,97f7a1f1d6c0a539b27cbaf98b258ac56f901a3d,22be06c22d868985ad5ca20ae57efacea7344076,1996,5,2,Venezuela,217,72,R,R,4/3/2017,5/2/1996,2022,5,166,10,1,10,1267,0,44,0,0,0,0,0,50,0,0,0,61,5,12,0,0,0,2,1,29,2,1,0,2,0,5,0,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,18,5,48,3,6,1,34,152,0.2236842105263158,45,0.2960526315789473,0.2831325301204819,0.5791851616994292,0.2629518072289157,0.2039473684210526,0.0,0.0,0.1,0.0723684210526315,5,13.61842105263158,3.04,12.666666666666666,3,3,0.1,0.3,0.3,0.5,0.1,,3.0,16.0,277.0,0.0795,,,,2.0,5.0,23.0,1.6666666666666667,10.8,c
4521,4521,3ecc24b72c1e779cf5ed9383af996455917f3810,10c9f1407253da93e725d2019d2708f6cae81d63,1993,1,22,D.R.,190,71,B,R,6/7/2017,1/22/1993,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
4522,4522,74f22fceb707d091d74fd07c2e347a50dbe7749a,72aee6cc9de8504ec58f6377ea8dc120fa8ac926,1996,6,20,USA,215,75,R,R,8/13/2018,6/20/1996,2022,4,0,108,0,108,0,0,0,0,0,0,0,0,0,26,0,0,0,34,0,19,0,5,0,0,0,12,0,4,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,33,0,5,0,0,,0,,,,,,0.2407407407407407,0.1759259259259259,0.0185185185185185,,0,,,,1,15,0.0185185185185185,0.3148148148148148,0.1388888888888889,0.3611111111111111,0.0092592592592592,1.368421052631579,8.0,,1.0,0.263,,,,14.0,70.0,287.0,23.33333333333333,5.4,p
4523,4523,31204399ff9843bb19cb9750c36260dacd0ad3e3,94c43f96f75036a334665a31e8a55cdcdbeec0e4,2001,8,1,Venezuela,162,72,R,R,9/23/2022,8/1/2001,2022,0,35,0,0,0,0,0,0,0,343,0,0,0,9,0,0,0,16,0,2,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,12,0,1,0,7,33,0.2121212121212121,11,0.3333333333333333,0.2571428571428571,0.5904761904761904,0.2628571428571428,0.1818181818181818,,,,0.1212121212121211,2,3.0,3.6666666666666665,16.5,1,0,,,,,,,,2.0,29.0,0.2166551724137931,,,,0.0,,0.0,0.0,0.0,ss
